City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current description
457,Porto Novo,BJ,6.4965,2.6036,85.82,76,61,9.04,broken clouds
458,Tamuin,MX,21.9833,-98.75,62.65,61,100,17.74,overcast clouds
459,Molina,CL,-35.1167,-71.2833,90.37,35,0,6.91,clear sky
460,Raudeberg,NO,61.9875,5.1352,40.19,90,100,13.0,light rain
461,Yellapur,IN,14.9667,74.7167,63.59,92,59,2.13,broken clouds
462,Sinnamary,GF,5.3833,-52.95,81.07,76,95,9.26,overcast clouds
463,Lazaro Cardenas,MX,17.9583,-102.2,82.69,49,36,6.85,scattered clouds
464,Kribi,CM,2.95,9.9167,81.18,78,57,11.21,broken clouds
465,Deputatskiy,RU,69.3,139.9,-35.14,94,76,4.27,broken clouds
466,Pointe Michel,DM,15.25,-61.3833,80.89,65,62,10.85,broken clouds
467,Snezhnogorsk,RU,69.1933,33.2531,19.18,95,100,9.91,light snow
468,Naberera,TZ,-4.2,36.9333,61.57,88,96,0.27,overcast clouds
469,Tumsar,IN,21.3833,79.7333,65.52,35,16,2.53,few clouds
470,Acapulco,MX,16.8634,-99.8901,83.77,54,51,6.76,broken clouds
471,Goleniow,PL,53.5639,14.8285,43.61,70,100,18.41,overcast clouds
472,Nchelenge,ZM,-9.3451,28.734,69.35,84,98,4.14,light rain
473,Yankton,US,42.8711,-97.3973,46.11,37,9,10.69,clear sky
474,Batagay-Alyta,RU,67.8006,130.4114,-26.9,94,100,4.18,overcast clouds
475,Te Anau,NZ,-45.4167,167.7167,42.49,91,1,0.85,clear sky
476,Kamien Pomorski,PL,53.9685,14.7726,43.63,81,24,22.3,light rain
477,Aksu,CN,41.1231,80.2644,23.81,61,17,3.4,few clouds
478,Pokhara,NP,28.2333,83.9833,51.03,88,96,0.25,overcast clouds
479,Tagusao,PH,9.1924,117.8141,76.57,77,73,3.47,broken clouds
480,Ambulu,ID,-8.345,113.6058,76.41,85,100,3.76,overcast clouds
481,Kingman,US,35.1894,-114.053,54.9,10,0,11.01,clear sky
482,Flin Flon,CA,54.7682,-101.865,17.44,79,40,8.05,scattered clouds
483,Bucerias,MX,20.75,-105.3333,80.67,52,24,6.53,few clouds
484,Grindavik,IS,63.8424,-22.4338,32.47,80,75,31.07,snow
485,Staraya Mayna,RU,54.6,48.95,19.51,100,45,3.89,scattered clouds
486,Naliya,IN,23.2667,68.8333,68.31,82,0,7.34,clear sky
487,Ozinki,RU,51.1786,49.6769,5.86,98,53,3.76,broken clouds
488,Sandwick,GB,60.0,-1.25,44.42,100,100,32.21,overcast clouds
489,Presque Isle,US,46.6811,-68.0159,30.06,64,40,8.05,scattered clouds
490,Middelburg,ZA,-25.7751,29.4648,70.09,52,60,9.82,broken clouds
491,Beyla,GN,8.6833,-8.6333,87.85,14,83,5.41,broken clouds
492,Meybod,IR,32.2501,54.0166,48.22,31,6,8.16,clear sky
493,Tessalit,ML,20.1986,1.0114,72.54,9,0,3.62,clear sky
494,Nantucket,US,41.2835,-70.0995,46.96,86,100,12.82,overcast clouds
495,Porto Belo,BR,-27.1578,-48.5531,87.64,64,9,13.4,clear sky
496,Ontario,US,34.0633,-117.6509,74.37,18,0,13.8,clear sky
497,Juneau,US,58.3019,-134.4197,40.21,98,100,7.96,overcast clouds
498,Avera,US,33.194,-82.5271,44.38,71,100,7.78,overcast clouds
499,Bereda,ES,43.2686,-7.5406,51.87,94,19,5.12,few clouds
500,Castanas,PH,13.8822,121.5517,75.09,93,83,8.66,broken clouds
501,Imbituba,BR,-28.24,-48.6703,78.69,59,1,9.73,clear sky
502,Lakes Entrance,AU,-37.8811,147.981,52.57,91,65,5.73,broken clouds
503,Coruripe,BR,-10.1256,-36.1756,85.64,59,2,13.0,clear sky
504,Sovetskiy,RU,61.3614,63.5842,1.38,97,97,4.94,overcast clouds
505,Tilichiki,RU,60.4667,166.1,-13.92,87,7,8.34,clear sky
506,Baoding,CN,38.8511,115.4903,29.43,39,29,2.64,scattered clouds
507,Verkhnyaya Inta,RU,65.9811,60.3094,1.67,90,100,5.12,overcast clouds
508,Kurmanayevka,RU,52.5093,52.0675,1.17,100,99,3.15,overcast clouds
509,Thornhill,GB,55.2333,-3.7667,51.31,87,100,17.05,overcast clouds
510,Kavaratti,IN,10.5669,72.642,78.4,71,40,10.83,scattered clouds
511,Alta Floresta,BR,-9.8756,-56.0861,79.05,88,100,2.68,heavy intensity rain
512,Morropon,PE,-5.1822,-79.9689,88.03,51,98,3.04,overcast clouds
513,Berbera,SO,10.4396,45.0143,78.53,66,70,9.35,broken clouds
514,Sertania,BR,-8.0736,-37.2644,98.38,21,64,1.25,broken clouds
515,Viedma,AR,-40.8135,-62.9967,83.66,22,0,11.65,clear sky
516,Lufilufi,WS,-13.8745,-171.5986,80.76,67,100,12.33,overcast clouds
517,Atasu,KZ,48.6814,71.6433,14.47,97,100,5.79,overcast clouds
518,Burns Lake,CA,54.2331,-125.7533,27.82,75,79,14.41,broken clouds
519,Ransang,PH,8.9603,117.5828,76.89,73,71,1.88,broken clouds
520,Glenluce,GB,54.8798,-4.8084,51.3,84,100,21.5,overcast clouds
521,Seoul,KR,37.5683,126.9778,29.64,57,98,1.12,overcast clouds
522,Krasnoselkup,RU,65.7,82.4667,-27.72,100,29,2.62,scattered clouds
523,Sangar,RU,63.9242,127.4739,-31.85,99,100,1.72,overcast clouds
524,Kindu,CD,-2.95,25.95,75.67,78,100,0.58,overcast clouds
525,Gresham,US,45.4982,-122.4315,52.93,92,99,5.01,overcast clouds
526,Lethem,GY,3.3803,-59.7968,95.5,36,98,10.11,overcast clouds
527,Tucuma,BR,-0.1833,-50.05,82.15,77,96,6.42,overcast clouds
528,Saint-Francois,FR,46.4154,3.9054,39.67,73,0,4.61,clear sky
529,Kabin Buri,TH,13.9511,101.7177,81.28,54,90,3.22,overcast clouds
530,Hay River,CA,60.8156,-115.7999,-0.44,85,100,3.44,light snow
531,Port Augusta,AU,-32.5,137.7667,72.72,30,7,8.03,clear sky
532,San Ramon De La Nueva Oran,AR,-23.1322,-64.326,85.37,47,86,0.94,overcast clouds
533,Pacifica,US,37.6138,-122.4869,60.71,72,0,8.99,mist
534,La Vega,DO,19.2221,-70.5296,83.57,68,59,10.85,broken clouds
535,Ixtapa,MX,20.7,-105.2,84.45,41,30,6.08,scattered clouds
536,Samarai,PG,-10.6167,150.6667,80.19,81,65,8.43,broken clouds
537,Celestun,MX,20.8667,-90.4,75.58,77,13,10.69,few clouds
538,The Valley,AI,18.217,-63.0578,79.11,65,48,17.22,scattered clouds
539,Mana,GF,5.6592,-53.7767,82.11,72,67,10.18,broken clouds
540,Buchanan,LR,5.8808,-10.0467,84.16,73,95,10.98,overcast clouds
541,Padang,ID,-0.9492,100.3543,77.41,78,100,3.24,overcast clouds
542,Lensk,RU,60.7253,114.9278,-5.24,100,100,2.53,overcast clouds
543,Qasigiannguit,GL,68.8193,-51.1922,8.85,97,100,21.63,light snow
544,Kangaatsiaq,GL,68.3065,-53.4641,-8.39,98,100,16.6,overcast clouds
545,Ballina,AU,-28.8667,153.5667,61.95,89,93,9.89,overcast clouds
546,Wuchang,CN,44.9143,127.15,-2.67,94,24,3.89,few clouds
547,Alice Springs,AU,-23.7,133.8833,67.55,77,20,0.0,few clouds
548,Paramonga,PE,-10.6667,-77.8333,75.6,68,61,11.59,broken clouds
549,Barranca,PE,-10.75,-77.7667,75.33,65,52,12.68,broken clouds
550,Borogontsy,RU,62.6683,131.1683,-37.68,100,95,2.89,overcast clouds
551,Calama,CL,-22.4667,-68.9333,77.49,9,20,21.85,few clouds
552,Lolodorf,CM,3.2333,10.7333,78.03,71,35,4.45,scattered clouds
553,Truckee,US,39.328,-120.1833,55.0,50,0,1.01,clear sky
554,Tarakan,ID,3.3,117.6333,78.62,80,100,3.65,light rain
555,Ginir,ET,7.1333,40.7,62.28,35,13,3.56,few clouds
556,Bowen,AU,-20.0167,148.2333,75.06,76,79,9.48,broken clouds
557,Kalmar,SE,56.6616,16.3616,37.96,73,0,12.66,clear sky
558,Adrar,MR,20.5022,-10.0711,77.72,7,78,9.8,broken clouds
559,Ararat,AM,39.8317,44.7049,32.34,51,29,3.36,scattered clouds
560,Douglas,US,41.3,-96.167,50.9,43,40,10.36,scattered clouds
561,Leh,IN,34.1667,77.5833,1.76,95,77,2.39,broken clouds
562,Kailua,US,21.4022,-157.7394,74.75,76,1,5.01,clear sky
563,Monroe,US,43.1501,-77.6831,39.06,55,100,5.99,overcast clouds
564,Langres,FR,47.8333,5.3333,38.25,78,10,2.51,clear sky
565,Takoradi,GH,4.8845,-1.7554,81.0,78,68,8.55,broken clouds
566,Tamandare,BR,-8.7597,-35.1047,84.9,57,37,10.25,scattered clouds
567,Miri,MY,4.4148,114.0089,77.31,93,100,4.54,overcast clouds
568,Tuzha,RU,57.6062,47.936,1.83,99,85,3.91,overcast clouds
569,Sosva,RU,59.1766,61.8558,-2.74,99,93,3.69,overcast clouds
570,Middelfart,DK,55.5059,9.7305,41.81,74,65,20.92,broken clouds
571,Neiafu,TO,-18.65,-173.9833,78.71,81,100,21.77,light rain
572,Chimbote,PE,-9.0853,-78.5783,76.19,66,87,11.01,overcast clouds
573,Severo-Kurilsk,RU,50.6789,156.125,29.66,95,95,5.5,light snow
574,San Buenaventura,MX,27.0833,-101.5333,53.47,57,75,9.22,broken clouds
575,Lenzing,AT,47.9681,13.6231,38.25,53,95,18.01,light snow
576,Kuala Sungai Baru,MY,2.3594,102.0353,77.14,85,99,3.62,light rain
577,Itapirapua,BR,-15.8233,-50.6133,79.11,77,99,1.88,overcast clouds
578,Pucallpa,PE,-8.3791,-74.5539,71.69,99,99,4.52,light rain
579,Chernaya Kholunitsa,RU,58.8511,51.7154,10.31,99,100,3.65,overcast clouds
580,Jacareacanga,BR,-6.2222,-57.7528,86.31,64,100,0.76,moderate rain
581,Gua Musang,MY,4.8823,101.9644,71.98,99,99,1.43,overcast clouds
582,Stokmarknes,NO,68.5646,14.9108,33.49,100,20,5.75,few clouds
583,Taoudenni,ML,22.6783,-3.9836,76.59,9,0,9.37,clear sky
584,Miyang,CN,24.4042,103.4428,48.49,81,36,3.33,scattered clouds
585,Strezhevoy,RU,60.7333,77.5889,-5.03,99,9,5.97,clear sky
586,Tezu,IN,27.9167,96.1667,51.78,66,8,4.32,clear sky
587,Turayf,SA,31.6725,38.6637,51.15,56,33,5.12,scattered clouds
588,Acarau,BR,-2.8856,-40.12,87.4,59,68,15.68,broken clouds
589,Labrea,BR,-7.2586,-64.7981,77.97,89,98,2.08,overcast clouds
590,Saint-Raymond,CA,45.467,-73.6095,32.4,67,100,6.53,overcast clouds
591,Seminole,US,28.7086,-81.2081,64.98,72,100,6.91,overcast clouds
592,Baymak,RU,52.5933,58.3225,14.05,97,100,3.58,overcast clouds
593,Port Pirie,AU,-33.1833,138.0167,78.19,32,27,11.12,scattered clouds
594,Vaitape,PF,-16.5167,-151.75,81.5,78,100,20.13,overcast clouds
595,Kloulklubed,PW,7.0419,134.2556,82.36,78,79,22.75,broken clouds
596,Novobirilyussy,RU,56.9514,90.6661,-1.07,100,99,2.89,overcast clouds
597,Kawalu,ID,-7.3817,108.2082,72.88,93,98,4.0,overcast clouds
598,Port-Gentil,GA,-0.7193,8.7815,80.98,79,74,7.67,broken clouds
599,Sakyla,FI,61.0333,22.3333,30.24,91,100,8.7,overcast clouds
600,Tucuman,AR,-26.8241,-65.2226,77.2,59,89,0.74,overcast clouds
601,Honiara,SB,-9.4333,159.95,78.76,88,100,6.46,overcast clouds
602,Harper,LR,4.375,-7.7169,81.07,75,99,9.24,overcast clouds
603,Motril,ES,36.7507,-3.5179,72.1,78,0,2.53,clear sky
604,Marsaxlokk,MT,35.8419,14.5431,58.08,77,75,23.02,broken clouds
605,Atar,MR,20.5169,-13.0499,87.66,6,66,8.34,broken clouds
606,Rabo De Peixe,PT,37.8,-25.5833,60.31,63,20,11.5,few clouds
607,Storm Lake,US,42.6411,-95.2097,40.35,59,0,8.05,clear sky
608,Inhambane,MZ,-23.865,35.3833,77.63,80,21,14.16,few clouds
609,Lakselv,NO,70.0513,24.9718,17.42,79,0,16.11,clear sky
610,Panlaitan,PH,12.1191,119.8486,80.28,73,100,7.67,overcast clouds
611,Shihezi,CN,44.3,86.0333,8.33,90,100,2.62,overcast clouds
612,Nioki,CD,-2.7167,17.6833,82.11,49,85,2.51,overcast clouds
613,Sola,VU,-13.8833,167.55,82.06,85,100,28.45,overcast clouds
614,Kimbe,PG,-5.5502,150.1429,76.42,93,98,2.13,overcast clouds
615,Khandbari,NP,27.3747,87.2039,49.73,85,81,1.3,broken clouds
616,Vila Franca Do Campo,PT,37.7167,-25.4333,61.21,72,71,8.03,broken clouds
617,Andenes,NO,69.3143,16.1194,31.98,69,75,5.75,broken clouds
618,Beckley,US,37.7782,-81.1882,46.29,52,75,8.05,broken clouds
619,Boende,CD,-0.2167,20.8667,82.15,32,42,3.15,scattered clouds
620,Lincoln,US,40.8,-96.667,53.38,39,39,5.01,scattered clouds
621,Rafaela,AR,-31.2503,-61.4867,85.05,20,0,1.01,clear sky
622,Kismayo,SO,-0.3582,42.5454,77.83,85,11,15.17,few clouds
623,Port Townsend,US,48.117,-122.7605,48.49,86,82,4.0,broken clouds
624,Baft,IR,29.234,56.6057,38.75,54,0,2.93,clear sky
625,Sweetwater,US,25.7634,-80.3731,83.01,65,20,10.36,few clouds
626,Pringsewu,ID,-5.3582,104.9744,73.2,94,92,3.13,overcast clouds
627,Port Shepstone,ZA,-30.7414,30.455,76.05,77,90,11.54,overcast clouds
628,Sharan,RU,54.8167,54.0,16.39,98,100,3.44,overcast clouds
629,Sri Aman,MY,1.2376,111.4621,72.59,100,99,0.78,overcast clouds
630,Del Rio,US,29.3627,-100.8968,61.23,34,0,11.01,clear sky
631,Prokopyevsk,RU,53.9059,86.719,-2.36,100,72,3.04,broken clouds
632,Yorosso,ML,12.3536,-4.7761,85.8,9,1,6.42,clear sky
633,Falkenberg,SE,56.9055,12.4912,38.26,86,13,7.45,few clouds
634,Nurota,UZ,40.5614,65.6886,37.49,97,100,3.11,overcast clouds
635,Pimentel,PE,-6.8367,-79.9342,79.09,53,0,16.11,clear sky
636,Lubumbashi,CD,-11.6609,27.4794,62.91,98,100,2.84,overcast clouds
637,Carballo,ES,43.213,-8.691,58.01,86,18,7.23,few clouds
638,Itaueira,BR,-7.6033,-43.0256,86.23,59,71,3.78,light rain
639,Ouesso,CG,1.6136,16.0517,80.31,28,57,0.74,broken clouds
640,Liverpool,GB,53.4106,-2.9779,52.77,87,75,11.5,broken clouds
641,Sorland,NO,67.667,12.6934,39.06,68,93,14.63,overcast clouds
642,Montepuez,MZ,-13.1256,38.9997,70.05,96,79,4.94,light rain
643,Puerto Concordia,CO,2.6221,-72.7572,80.1,75,99,3.33,overcast clouds
644,Petatlan,MX,17.5167,-101.2667,87.6,44,13,6.67,few clouds
645,Chikwawa,MW,-16.0335,34.8009,74.14,91,39,2.51,scattered clouds
646,Japura,ID,-0.3167,102.35,74.12,95,100,2.77,overcast clouds
647,Agirish,RU,61.9247,63.0231,-4.76,100,99,3.78,overcast clouds
648,Meulaboh,ID,4.1363,96.1285,76.68,82,100,3.13,overcast clouds
649,Fare,PF,-16.7,-151.0167,81.32,76,100,19.95,overcast clouds
650,Aqtobe,KZ,50.2797,57.2072,17.69,86,100,6.71,mist
651,Tirlyanskiy,RU,54.2109,58.5806,11.55,98,100,1.23,light snow
652,Ouallam,NE,14.3188,2.0866,80.22,10,0,9.42,clear sky
653,Makakilo City,US,21.3469,-158.0858,73.29,71,1,15.05,clear sky
654,Gushikawa,JP,26.3544,127.8686,69.03,77,100,9.22,overcast clouds
655,Inuvik,CA,68.3499,-133.7218,-31.88,95,100,11.68,overcast clouds
656,Rybnoye,RU,54.7256,39.5119,29.73,94,100,14.92,light snow
657,Lerwick,GB,60.1545,-1.1494,46.4,91,100,33.13,overcast clouds
658,Umm Lajj,SA,25.0213,37.2685,71.15,47,0,15.55,clear sky
659,San Isidro,PE,-12.1167,-77.05,76.5,82,0,10.36,clear sky
660,Rio Branco,BR,-9.9747,-67.81,80.6,75,98,4.52,overcast clouds
661,Progreso,MX,21.2833,-89.6667,81.1,75,21,10.0,few clouds
662,San Cristobal,VE,7.7669,-72.225,75.38,45,81,4.68,broken clouds
663,San Andres,CO,12.5847,-81.7006,84.22,61,20,13.8,few clouds
664,Santa Cruz,BO,-17.8,-63.1667,87.49,37,16,9.28,few clouds
665,Oussouye,SN,12.485,-16.5469,84.78,36,54,11.18,broken clouds
666,Ngara,TZ,-2.5122,30.6558,59.29,91,95,3.4,overcast clouds
667,Kashi,CN,39.4547,75.9797,26.91,57,91,3.56,overcast clouds
668,Hamilton,US,39.1834,-84.5333,41.65,66,0,9.22,clear sky
669,Xixiang,CN,35.1628,112.865,32.67,58,52,4.21,broken clouds
670,Kurilsk,RU,45.2333,147.8833,23.31,70,99,12.97,overcast clouds
671,Aleksandrovka,UA,46.8383,32.7612,35.82,94,100,13.04,overcast clouds
672,Nadym,RU,65.5333,72.5167,-4.59,93,91,13.31,overcast clouds
673,Dicabisagan,PH,17.0818,122.4157,75.29,88,99,7.34,overcast clouds
674,Mersing,MY,2.4312,103.8405,76.98,91,100,7.31,overcast clouds
675,Hurghada,EG,27.2574,33.8129,63.1,43,0,13.94,clear sky
676,Parana,AR,-31.732,-60.5238,81.3,51,0,6.35,clear sky
677,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,89.35,15,1,6.73,clear sky
678,Launceston,AU,-41.45,147.1667,55.04,82,40,5.75,scattered clouds
679,Khandyga,RU,62.6667,135.6,-39.14,99,83,1.14,broken clouds
680,Fowa,NG,8.9167,6.4,89.08,12,48,3.38,scattered clouds
681,Paamiut,GL,61.994,-49.6678,6.15,89,100,28.66,light snow
682,Pirapo,PY,-26.85,-55.5333,79.68,15,0,6.49,clear sky
683,Maldonado,UY,-34.6667,-54.9167,69.22,62,82,15.43,broken clouds
